Datum;Dygnsmedel
2022-01-16;4.8
2022-01-17;3.2
2022-01-18;1.2
2022-01-19;4.9
2022-01-20;0.8
2022-01-21;0.4
2022-01-22;0.4
2022-01-23;4.0
2022-01-24;5.6
2022-01-25;2.4
2022-01-26;5.6
2022-01-27;6.1
2022-01-28;3.7
2022-01-29;5.4
2022-01-30;3.9
2022-01-31;-2.6
2022-02-01;-1.5
2022-02-02;-2.3
2022-02-03;1.5
2022-02-04;4.5
2022-02-05;4.1
2022-02-06;3.1
2022-02-07;3.1
2022-02-08;5.3
2022-02-09;5.0
2022-02-10;4.4
2022-02-11;0.6
2022-02-12;3.2
2022-02-13;3.6
2022-02-14;5.1
2022-02-15;5.1
2022-02-16;3.5
2022-02-17;3.1
2022-02-18;3.7
2022-02-19;2.2
2022-02-20;1.4
2022-02-21;2.1
2022-02-22;-0.7
2022-02-23;3.5
2022-02-24;4.0
2022-02-25;3.4
2022-02-26;0.3
2022-02-27;1.7
2022-02-28;3.1
2022-03-01;3.1
2022-03-02;2.8
2022-03-03;1.3
2022-03-04;-0.4
2022-03-05;-0.7
2022-03-06;0.2
2022-03-07;-0.2
2022-03-08;-0.1
2022-03-09;1.1
2022-03-10;1.9
2022-03-11;3.2
2022-03-12;5.0
2022-03-13;6.2
2022-03-14;6.0
2022-03-15;1.6
2022-03-16;2.5
2022-03-17;3.7
2022-03-18;5.2
2022-03-19;2.5
2022-03-20;3.3
2022-03-21;6.0
2022-03-22;4.2
2022-03-23;2.9
2022-03-24;3.2
2022-03-25;5.5
2022-03-26;7.3
2022-03-27;5.3
2022-03-28;6.5
2022-03-29;1.5
2022-03-30;-0.8
2022-03-31;-1.1
2022-04-01;-0.3
2022-04-02;-0.5
2022-04-03;1.7
2022-04-04;4.3
2022-04-05;1.9
2022-04-06;-0.4
2022-04-07;2.8
2022-04-08;1.7
2022-04-09;4.1
2022-04-10;6.0
2022-04-11;4.6
2022-04-12;4.0
2022-04-13;8.0
2022-04-14;7.9
2022-04-15;6.8
2022-04-16;4.7
2022-04-17;5.9
2022-04-18;6.7
2022-04-19;10.6
2022-04-20;12.0
2022-04-21;12.3
2022-04-22;11.6
2022-04-23;10.6
2022-04-24;8.5
2022-04-25;6.3
2022-04-26;6.8
2022-04-27;7.6
2022-04-28;7.6
2022-04-29;8.0
2022-04-30;9.2
2022-05-01;9.8
2022-05-02;8.1
2022-05-03;9.5
2022-05-04;7.6
2022-05-05;9.3
2022-05-06;10.3
2022-05-07;11.3
2022-05-08;9.5
2022-05-09;10.4
2022-05-10;12.1
2022-05-11;11.0
2022-05-12;10.8
2022-05-13;10.5
2022-05-14;11.5
2022-05-15;11.7
2022-05-16;11.7
2022-05-17;11.4
2022-05-18;13.3
2022-05-19;14.1
2022-05-20;12.6
2022-05-21;10.4
2022-05-22;11.2
2022-05-23;12.8
2022-05-24;12.8
2022-05-25;12.2
2022-05-26;11.9
2022-05-27;11.1
2022-05-28;12.0
2022-05-29;11.9
2022-05-30;11.8
2022-05-31;12.2
2022-06-01;11.8
2022-06-02;11.6
2022-06-03;13.1
2022-06-04;12.5
2022-06-05;14.4
2022-06-06;15.7
2022-06-07;15.8
2022-06-08;13.7
2022-06-09;15.7
2022-06-10;14.9
2022-06-11;15.6
2022-06-12;14.0
2022-06-13;14.0
2022-06-14;15.1
2022-06-15;14.8
2022-06-16;12.5
2022-06-17;15.8
2022-06-18;15.6
2022-06-19;14.4
2022-06-20;14.6
2022-06-21;14.3
2022-06-22;15.1
2022-06-23;15.4
2022-06-24;19.6
2022-06-25;21.5
2022-06-26;20.9
2022-06-27;20.1
2022-06-28;17.0
2022-06-29;17.4
2022-06-30;20.3
2022-07-01;20.4
2022-07-02;17.5
2022-07-03;Nan
2022-07-04;Nan
2022-07-05;13.2
2022-07-06;16.2
2022-07-07;16.7
2022-07-08;17.1
2022-07-09;16.9
2022-07-10;15.9
2022-07-11;12.8
2022-07-12;15.8
2022-07-13;18.4
2022-07-14;15.9
2022-07-15;15.5
2022-07-16;15.7
2022-07-17;16.1
2022-07-18;15.3
2022-07-19;19.0
2022-07-20;22.8
2022-07-21;23.3
2022-07-22;17.4
2022-07-23;16.1
2022-07-24;16.7
2022-07-25;18.3
2022-07-26;15.9
2022-07-27;17.1
2022-07-28;15.6
2022-07-29;15.8
2022-07-30;18.2
2022-07-31;19.1
2022-08-01;17.7
2022-08-02;15.4
2022-08-03;19.0
2022-08-04;19.0
2022-08-05;15.8
2022-08-06;15.7
2022-08-07;15.0
2022-08-08;16.4
2022-08-09;15.2
2022-08-10;17.4
2022-08-11;18.9
2022-08-12;18.9
2022-08-13;19.3
2022-08-14;20.4
2022-08-15;20.7
2022-08-16;21.2
2022-08-17;20.1
2022-08-18;19.3
2022-08-19;19.4
2022-08-20;18.4
2022-08-21;16.4
2022-08-22;16.6
2022-08-23;15.1
2022-08-24;18.1
2022-08-25;16.7
2022-08-26;19.9
2022-08-27;18.1
2022-08-28;16.5
2022-08-29;14.6
2022-08-30;12.7
2022-08-31;12.7
2022-09-01;11.4
2022-09-02;12.8
2022-09-03;14.5
2022-09-04;13.9
2022-09-05;15.2
2022-09-06;13.7
2022-09-07;12.2
2022-09-08;13.1
2022-09-09;13.0
2022-09-10;14.4
2022-09-11;13.3
2022-09-12;13.7
2022-09-13;15.0
2022-09-14;15.4
2022-09-15;14.1
2022-09-16;13.0
2022-09-17;9.2
2022-09-18;10.2
2022-09-19;10.0
2022-09-20;8.4
2022-09-21;Nan
2022-09-22;10.6
2022-09-23;12.3
2022-09-24;12.7
2022-09-25;10.9
2022-09-26;10.9
2022-09-27;11.7
2022-09-28;13.1
2022-09-29;10.1
2022-09-30;8.1
2022-10-01;10.7
2022-10-02;11.5
2022-10-03;8.3
2022-10-04;10.2
2022-10-05;14.2
2022-10-06;12.8
2022-10-07;13.6
2022-10-08;11.9
2022-10-09;10.8
2022-10-10;11.9
2022-10-11;11.0
2022-10-12;11.4
2022-10-13;11.8
2022-10-14;11.2
2022-10-15;12.5
2022-10-16;11.6
2022-10-17;11.1
2022-10-18;11.4
2022-10-19;4.3
2022-10-20;5.7
2022-10-21;6.6
2022-10-22;9.0
2022-10-23;11.2
2022-10-24;11.1
2022-10-25;12.6
2022-10-26;11.9
2022-10-27;13.1
2022-10-28;13.3
2022-10-29;12.6
2022-10-30;11.3
2022-10-31;12.6
2022-11-01;11.3
2022-11-02;11.5
2022-11-03;10.7
2022-11-04;10.1
2022-11-05;10.0
2022-11-06;10.8
2022-11-07;10.3
2022-11-08;11.7
2022-11-09;11.9
2022-11-10;10.8
2022-11-11;13.2
2022-11-12;12.6
2022-11-13;11.3
2022-11-14;9.1
2022-11-15;8.1
2022-11-16;6.0
2022-11-17;3.9
2022-11-18;2.4
2022-11-19;1.2
2022-11-20;-0.5
2022-11-21;-1.0
2022-11-22;0.4
2022-11-23;3.8
2022-11-24;4.8
2022-11-25;4.9
2022-11-26;5.2
2022-11-27;6.4
2022-11-28;6.3
2022-11-29;4.3
2022-11-30;2.6
2022-12-01;1.9
